Series,Contract No.,BuySell,Contract,Price,Premium Amount,Brokerage Fee,VAT,WH,Charge Amount   Date  
S50H19,BU-00536,B,1,1134.80,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00537,B,1,1134.00,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00538,B,1,1134.00,0.00,17.10,1.19,0.00,18.29
S50H19P1100,SH-00539,S,10,25.30,50600.00,351.00,24.57,0.00,375.57
S50H19,SE-00303,S,3,1089.50,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00304,S,3,1090.50,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00305,S,3,1090.50,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00306,S,2,1090.50,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00307,S,2,1090.50,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00308,B,1,1091.90,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00309,B,4,1091.90,0.00,68.40,4.79,0.00,73.19
S50H19P1100,BH-00310,B,1,45.00,-9000.00,35.10,2.46,0.00,37.56   22102018
S50H19C1075,SH-00842,S,10,46.00,92000.00,351.00,24.57,0.00,375.57  25102018
S50H19,BH-00346,B,1,1078.40,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00347,B,2,1078.40,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00348,B,2,1078.40,0.00,34.20,2.39,0.00,36.59   30102018
S50H19P1075,BU-00374,B,1,32.70,-6540.00,35.10,2.46,0.00,37.56
S50H19P1075,BU-00375,B,1,32.70,-6540.00,35.10,2.46,0.00,37.56   12112018
S50H19P1075,SH-00495,S,1,44.00,8800.00,35.10,2.46,0.00,37.56
S50H19P1075,SH-00496,S,1,44.00,8800.00,35.10,2.46,0.00,37.56
S50H19P1075,SH-00497,S,1,44.00,8800.00,35.10,2.46,0.00,37.56
S50H19P1075,SH-00498,S,2,44.00,17600.00,70.20,4.91,0.00,75.11   22112018
S50H19,SH-00779,S,1,1105.00,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00780,S,4,1105.00,0.00,68.40,4.79,0.00,73.19
S50H19,BH-00781,B,5,1108.50,0.00,85.50,5.99,0.00,91.49   03122018
S50H19P1075,SH-00495,S,2,40.00,16000.00,70.20,4.91,0.00,75.11
S50H19P1075,SH-00496,S,1,40.00,8000.00,35.10,2.46,0.00,37.56
S50H19P1075,SH-00497,S,1,40.00,8000.00,35.10,2.46,0.00,37.56
S50H19P1075,SH-00498,S,1,40.00,8000.00,35.10,2.46,0.00,37.56   14122018
S50H19,BU-00554,B,5,1060.00,0.00,85.50,5.99,0.00,91.49   21122018
S50H19,SE-00539,S,1,1060.50,0.00,17.10,1.20,0.00,18.30
S50H19,SE-00540,S,3,1060.50,0.00,51.30,3.59,0.00,54.89
S50H19,SE-00541,S,1,1060.50,0.00,17.10,1.20,0.00,18.30   24122018
S50H19,BU-00988,B,1,1040.00,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00989,B,4,1040.00,0.00,68.40,4.79,0.00,73.19
S50H19,BU-00990,B,3,1030.00,0.00,51.30,3.59,0.00,54.89
S50H19,BU-00991,B,2,1030.00,0.00,34.20,2.39,0.00,36.59
S50H19,BU-00992,B,4,1023.80,0.00,68.40,4.79,0.00,73.19
S50H19,BU-00993,B,1,1023.80,0.00,17.10,1.20,0.00,18.30   27122018
S50H19,SE-00520,S,3,1043.00,0.00,51.30,3.59,0.00,54.89
S50H19,SE-00521,S,2,1043.00,0.00,34.20,2.40,0.00,36.60
S50H19P1000,SH-00522,S,3,17.20,10320.00,105.30,7.37,0.00,112.67
S50H19P1000,SH-00523,S,2,17.20,6880.00,70.20,4.92,0.00,75.12   02012019
S50H19,SE-00770,S,5,1040.00,0.00,85.50,5.99,0.00,91.49
S50H19,SH-00771,S,2,1039.80,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00772,S,9,1039.80,0.00,153.90,10.77,0.00,164.67
S50H19,SH-00773,S,2,1039.80,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00774,S,1,1039.80,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00775,S,1,1039.80,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00776,B,2,1031.50,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00777,B,1,1031.50,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00778,B,1,1037.30,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00779,B,1,1037.30,0.00,17.10,1.20,0.00,18.30   03012019
S50H19,SH-00907,S,3,1033.70,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00908,S,17,1033.70,0.00,290.70,20.35,0.00,311.05
S50H19,BH-00909,B,5,1031.50,0.00,85.50,5.99,0.00,91.49
S50H19,BH-00910,B,5,1034.90,0.00,85.50,5.99,0.00,91.49
S50H19,BH-00911,B,2,1034.90,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00912,B,2,1034.90,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00913,B,1,1034.90,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00914,B,1,1034.90,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00915,B,1,1034.90,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00916,B,2,1034.90,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00917,B,1,1035.00,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00918,B,1,1044.50,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00919,B,1,1044.50,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00920,B,2,1044.50,0.00,34.20,2.39,0.00,36.59
S50H19,BU-00921,B,1,1044.50,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00922,B,10,1043.00,0.00,171.00,11.97,0.00,182.97
S50H19,SE-00923,S,2,1045.50,0.00,34.20,2.39,0.00,36.59
S50H19,SE-00924,S,2,1045.50,0.00,34.20,2.39,0.00,36.59
S50H19,SE-00925,S,5,1045.50,0.00,85.50,5.99,0.00,91.49
S50H19,SE-00926,S,1,1045.50,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00927,S,5,1048.00,0.00,85.50,5.99,0.00,91.49
S50H19,BU-00928,B,4,1048.70,0.00,68.40,4.79,0.00,73.19
S50H19,BU-00929,B,1,1048.70,0.00,17.10,1.18,0.00,18.28
S50H19P1050,BU-00930,B,10,40.00,-80000.00,351.00,24.57,0.00,375.57  04012019
S50H19,SH-00533,S,3,1061.50,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00534,S,1,1061.50,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00535,S,1,1061.50,0.00,17.10,1.20,0.00,18.30   07012019
S50H19C1075,BH-00681,B,1,23.00,-4600.00,35.10,2.46,0.00,37.56
S50H19C1075,BH-00682,B,1,23.00,-4600.00,35.10,2.46,0.00,37.56
S50H19P1050,BU-00683,B,1,24.20,-4840.00,35.10,2.46,0.00,37.56
S50H19P1050,BU-00684,B,9,24.40,-43920.00,315.90,22.11,0.00,338.01
S50H19P1075,BH-00685,B,4,38.50,-30800.00,140.40,9.83,0.00,150.23
S50H19P1075,BH-00686,B,4,38.50,-30800.00,140.40,9.83,0.00,150.23
S50H19P1100,BH-00687,B,2,56.00,-22400.00,70.20,4.91,0.00,75.11
S50H19P1100,BH-00688,B,1,56.00,-11200.00,35.10,2.46,0.00,37.56
S50H19P1100,BH-00689,B,1,56.00,-11200.00,35.10,2.46,0.00,37.56
S50H19P1100,BH-00690,B,1,56.00,-11200.00,35.10,2.45,0.00,37.55   09012019
S50H19P1025,SH-00897,S,2,15.00,6000.00,70.20,4.91,0.00,75.11
S50H19P1025,SH-00898,S,1,15.00,3000.00,35.10,2.46,0.00,37.56
S50H19P1025,SH-00899,S,2,15.00,6000.00,70.20,4.91,0.00,75.11
S50H19P1025,SH-00900,S,2,15.00,6000.00,70.20,4.91,0.00,75.11
S50H19P1025,SH-00901,S,3,15.00,9000.00,105.30,7.37,0.00,112.67
S50H19P1050,SE-00902,S,1,24.30,4860.00,35.10,2.46,0.00,37.56
S50H19P1050,SE-00903,S,5,24.20,24200.00,175.50,12.29,0.00,187.79
S50H19P1050,SE-00904,S,4,24.20,19360.00,140.40,9.83,0.00,150.23  11012019
S50H19,SH-00573,S,2,1061.00,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00574,S,3,1061.00,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00575,S,1,1058.70,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00576,S,5,1058.70,0.00,85.50,5.99,0.00,91.49
S50H19,SH-00577,S,1,1058.70,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00578,S,1,1058.70,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00579,S,2,1058.70,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00580,S,2,1058.70,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00581,S,8,1058.70,0.00,136.80,9.58,0.00,146.38
S50H19,BH-00582,B,15,1052.00,0.00,256.50,17.95,0.00,274.45  14012019
S50H19,BH-00540,B,10,1055.40,0.00,171.00,11.97,0.00,182.97
S50H19P1025,SH-00541,S,10,17.00,34000.00,351.00,24.57,0.00,375.57  15012019
S50H19,BH-00399,B,5,1058.70,0.00,85.50,5.99,0.00,91.49
S50H19C1075,BH-00400,B,4,21.20,-16960.00,140.40,9.83,0.00,150.23
S50H19C1075,BU-00401,B,4,20.50,-16400.00,140.40,9.83,0.00,150.23  18012019
S50H19,SH-00526,S,5,1061.10,0.00,85.50,5.99,0.00,91.49
S50H19,BH-00527,B,4,1062.90,0.00,68.40,4.79,0.00,73.19
S50H19,BH-00528,B,1,1062.90,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00529,S,5,1061.60,0.00,85.50,5.99,0.00,91.49
S50H19,SH-00530,S,2,1065.00,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00531,S,3,1065.00,0.00,51.30,3.59,0.00,54.89
S50H19,BH-00532,B,2,1070.10,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00533,B,1,1070.10,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00534,B,2,1070.10,0.00,34.20,2.39,0.00,36.59
S50H19C1075,SH-00535,S,10,20.50,41000.00,351.00,24.57,0.00,375.57  22012019
S50H19,SH-00541,S,3,1076.00,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00542,S,2,1076.00,0.00,34.20,2.40,0.00,36.60
S50H19C1075,SH-00543,S,3,27.00,16200.00,105.30,7.37,0.00,112.67
S50H19C1075,SH-00544,S,2,27.00,10800.00,70.20,4.92,0.00,75.12   23012019
S50H19P1100,BH-00339,B,1,35.50,-7100.00,35.10,2.46,0.00,37.56
S50H19P1100,BH-00340,B,1,35.50,-7100.00,35.10,2.45,0.00,37.55   25012019
S50H19,SH-00449,S,1,1084.20,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00450,S,4,1084.20,0.00,68.40,4.79,0.00,73.19   28012019
S50H19,BH-00386,B,15,1092.20,0.00,256.50,17.96,0.00,274.46
S50H19,BU-00387,B,14,1091.50,0.00,239.40,16.76,0.00,256.16
S50H19,BU-00388,B,5,1091.50,0.00,85.50,5.99,0.00,91.49
S50H19,BU-00389,B,1,1091.50,0.00,17.10,1.20,0.00,18.30
S50H19,SE-00390,S,3,1091.60,0.00,51.30,3.59,0.00,54.89
S50H19,SE-00391,S,5,1091.60,0.00,85.50,5.99,0.00,91.49
S50H19,SE-00392,S,1,1091.60,0.00,17.10,1.20,0.00,18.30
S50H19,SE-00393,S,1,1091.60,0.00,17.10,1.20,0.00,18.30
S50H19,SE-00394,S,4,1091.60,0.00,68.40,4.79,0.00,73.19
S50H19,SE-00395,S,1,1091.60,0.00,17.10,1.20,0.00,18.30
S50H19,SE-00396,S,5,1091.70,0.00,85.50,5.99,0.00,91.49
S50H19,SH-00397,S,2,1089.00,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00398,S,10,1089.00,0.00,171.00,11.97,0.00,182.97
S50H19,SH-00399,S,2,1089.00,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00400,S,10,1089.00,0.00,171.00,11.97,0.00,182.97
S50H19,SH-00401,S,1,1089.00,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00402,S,1,1089.00,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00403,S,1,1089.00,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00404,S,8,1089.00,0.00,136.80,9.58,0.00,146.38
S50H19,SH-00405,S,2,1089.00,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00406,S,1,1089.00,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00407,S,3,1089.00,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00408,S,5,1089.00,0.00,85.50,5.99,0.00,91.49
S50H19,SH-00409,S,1,1089.00,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00410,S,1,1089.00,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00411,S,2,1089.00,0.00,34.20,2.35,0.00,36.55   31012019
S50H19,BH-00413,B,1,1091.30,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00414,S,1,1091.70,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00415,B,12,1092.20,0.00,205.20,14.36,0.00,219.56
S50H19,BH-00416,B,1,1092.20,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00417,B,4,1092.20,0.00,68.40,4.79,0.00,73.19
S50H19,BH-00418,B,29,1092.20,0.00,495.90,34.71,0.00,530.61
S50H19,BH-00419,B,2,1092.20,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00420,B,1,1092.20,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00421,B,1,1092.20,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00422,S,1,1093.20,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00423,S,4,1093.20,0.00,68.40,4.79,0.00,73.19
S50H19,SH-00424,S,23,1093.00,0.00,393.30,27.53,0.00,420.83
S50H19,SH-00425,S,1,1093.00,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00426,S,4,1093.00,0.00,68.40,4.79,0.00,73.19
S50H19,SH-00427,S,3,1093.00,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00428,S,3,1093.00,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00429,S,1,1093.00,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00430,S,10,1093.00,0.00,171.00,11.97,0.00,182.97
S50H19,BH-00431,B,5,1093.80,0.00,85.50,5.99,0.00,91.49
S50H19,BH-00432,B,2,1093.80,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00433,B,1,1093.80,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00434,B,1,1093.80,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00435,B,25,1093.80,0.00,427.50,29.93,0.00,457.43
S50H19,BH-00436,B,2,1093.80,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00437,B,9,1093.80,0.00,153.90,10.77,0.00,164.67
S50H19,SH-00438,S,5,1093.90,0.00,85.50,5.99,0.00,91.49
S50H19,SH-00439,S,32,1093.00,0.00,547.20,38.30,0.00,585.50
S50H19,SH-00440,S,8,1093.00,0.00,136.80,9.55,0.00,146.35  01022019
S50H19,BH-00477,B,6,1097.10,0.00,102.60,7.18,0.00,109.78
S50H19,BH-00478,B,2,1097.10,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00479,B,2,1097.10,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00480,B,10,1097.10,0.00,171.00,11.97,0.00,182.97
S50H19,BH-00481,B,2,1097.10,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00482,B,3,1097.10,0.00,51.30,3.59,0.00,54.89
S50H19,BH-00483,B,3,1094.90,0.00,51.30,3.59,0.00,54.89
S50H19,BH-00484,B,2,1094.90,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00485,B,1,1094.90,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00486,B,19,1094.90,0.00,324.90,22.76,0.00,347.66
S50H19C1125,SH-00487,S,10,8.90,17800.00,351.00,24.57,0.00,375.57
S50H19C1125,SH-00488,S,1,8.90,1780.00,35.10,2.46,0.00,37.56
S50H19C1125,SH-00489,S,3,8.90,5340.00,105.30,7.37,0.00,112.67
S50H19C1125,SH-00490,S,1,8.90,1780.00,35.10,2.46,0.00,37.56   05022019
S50H19,BU-00408,B,1,1098.40,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00409,B,2,1098.40,0.00,34.20,2.39,0.00,36.59
S50H19,BU-00410,B,1,1098.40,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00411,B,1,1098.40,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00412,B,1,1098.40,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00413,B,1,1098.40,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00414,B,5,1098.40,0.00,85.50,5.99,0.00,91.49
S50H19,BU-00415,B,2,1098.40,0.00,34.20,2.39,0.00,36.59
S50H19,BU-00416,B,36,1098.40,0.00,615.60,43.09,0.00,658.69
S50H19,SH-00417,S,31,1099.40,0.00,530.10,37.11,0.00,567.21
S50H19,SH-00418,S,19,1099.40,0.00,324.90,22.74,0.00,347.64
S50H19,SH-00419,S,10,1099.50,0.00,171.00,11.97,0.00,182.97
S50H19,SH-00420,S,3,1098.60,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00421,S,1,1098.60,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00422,S,1,1098.60,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00423,S,5,1098.60,0.00,85.50,5.99,0.00,91.49
S50H19,SH-00424,S,3,1098.60,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00425,S,27,1098.60,0.00,461.70,32.32,0.00,494.02
S50H19,BH-00426,B,2,1100.50,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00427,B,1,1100.50,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00428,B,1,1100.50,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00429,B,10,1100.50,0.00,171.00,11.97,0.00,182.97
S50H19,BH-00430,B,1,1100.50,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00431,B,1,1100.50,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00432,B,10,1100.50,0.00,171.00,11.97,0.00,182.97
S50H19,BH-00433,B,1,1100.50,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00434,B,4,1100.50,0.00,68.40,4.79,0.00,73.19
S50H19,BH-00435,B,5,1100.50,0.00,85.50,5.99,0.00,91.49
S50H19,BH-00436,B,1,1100.50,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00437,B,5,1100.50,0.00,85.50,5.99,0.00,91.49
